business_id,business_type,date,source_category,activity,amount,unit,emission_factor,emissions_kgCO2e,scope
B0012,Supermarket,2024-10,electricity,electricity_consumption,1522.0,kWh,0.75,1141.5,Scope 2
B0012,Supermarket,2024-11,electricity,electricity_consumption,6802.0,kWh,0.508,3455.416,Scope 2
B0012,Supermarket,2024-11,electricity,electricity_consumption,2057.0,kWh,0.75,1542.75,Scope 2
B0012,Supermarket,2024-12,electricity,electricity_consumption,5438.0,kWh,0.508,2762.504,Scope 2
B0012,Supermarket,2024-12,electricity,electricity_consumption,1690.0,kWh,0.75,1267.5,Scope 2
B0013,Supermarket,2024-01,electricity,electricity_consumption,7055.0,kWh,0.508,3583.94,Scope 2
B0013,Supermarket,2024-01,electricity,electricity_consumption,2493.0,kWh,0.75,1869.75,Scope 2
B0013,Supermarket,2024-02,electricity,electricity_consumption,7538.0,kWh,0.508,3829.304,Scope 2
B0013,Supermarket,2024-02,electricity,electricity_consumption,2843.0,kWh,0.75,2132.25,Scope 2
B0013,Supermarket,2024-03,electricity,electricity_consumption,3233.0,kWh,0.508,1642.364,Scope 2
B0013,Supermarket,2024-03,electricity,electricity_consumption,555.0,kWh,0.75,416.25,Scope 2
B0013,Supermarket,2024-04,electricity,electricity_consumption,5871.0,kWh,0.508,2982.468,Scope 2
B0013,Supermarket,2024-04,electricity,electricity_consumption,688.0,kWh,0.75,516.0,Scope 2
B0013,Supermarket,2024-05,electricity,electricity_consumption,5421.0,kWh,0.508,2753.868,Scope 2
B0013,Supermarket,2024-05,electricity,electricity_consumption,1859.0,kWh,0.75,1394.25,Scope 2
B0013,Supermarket,2024-06,electricity,electricity_consumption,5056.0,kWh,0.508,2568.448,Scope 2
B0013,Supermarket,2024-06,electricity,electricity_consumption,1724.0,kWh,0.75,1293.0,Scope 2
B0013,Supermarket,2024-07,electricity,electricity_consumption,3278.0,kWh,0.508,1665.224,Scope 2
B0013,Supermarket,2024-07,electricity,electricity_consumption,619.0,kWh,0.75,464.25,Scope 2
B0013,Supermarket,2024-08,electricity,electricity_consumption,3667.0,kWh,0.508,1862.836,Scope 2
B0013,Supermarket,2024-08,electricity,electricity_consumption,861.0,kWh,0.75,645.75,Scope 2
B0013,Supermarket,2024-09,electricity,electricity_consumption,5412.0,kWh,0.508,2749.296,Scope 2
B0013,Supermarket,2024-09,electricity,electricity_consumption,1876.0,kWh,0.75,1407.0,Scope 2
B0013,Supermarket,2024-10,electricity,electricity_consumption,6357.0,kWh,0.508,3229.356,Scope 2
B0013,Supermarket,2024-10,electricity,electricity_consumption,2069.0,kWh,0.75,1551.75,Scope 2
B0013,Supermarket,2024-11,electricity,electricity_consumption,6137.0,kWh,0.508,3117.596,Scope 2
B0013,Supermarket,2024-11,electricity,electricity_consumption,1163.0,kWh,0.75,872.25,Scope 2
B0013,Supermarket,2024-12,electricity,electricity_consumption,3202.0,kWh,0.508,1626.616,Scope 2
B0013,Supermarket,2024-12,electricity,electricity_consumption,1233.0,kWh,0.75,924.75,Scope 2
B0014,Supermarket,2024-01,electricity,electricity_consumption,6361.0,kWh,0.508,3231.388,Scope 2
B0014,Supermarket,2024-01,electricity,electricity_consumption,1471.0,kWh,0.75,1103.25,Scope 2
B0014,Supermarket,2024-02,electricity,electricity_consumption,7601.0,kWh,0.508,3861.308,Scope 2
B0014,Supermarket,2024-02,electricity,electricity_consumption,2624.0,kWh,0.75,1968.0,Scope 2
B0014,Supermarket,2024-03,electricity,electricity_consumption,7880.0,kWh,0.508,4003.04,Scope 2
B0014,Supermarket,2024-03,electricity,electricity_consumption,2531.0,kWh,0.75,1898.25,Scope 2
B0014,Supermarket,2024-04,electricity,electricity_consumption,4927.0,kWh,0.508,2502.916,Scope 2
B0014,Supermarket,2024-04,electricity,electricity_consumption,1346.0,kWh,0.75,1009.5,Scope 2
B0014,Supermarket,2024-05,electricity,electricity_consumption,6356.0,kWh,0.508,3228.848,Scope 2
B0014,Supermarket,2024-05,electricity,electricity_consumption,1788.0,kWh,0.75,1341.0,Scope 2
B0014,Supermarket,2024-06,electricity,electricity_consumption,4405.0,kWh,0.508,2237.74,Scope 2
B0014,Supermarket,2024-06,electricity,electricity_consumption,1139.0,kWh,0.75,854.25,Scope 2
B0014,Supermarket,2024-07,electricity,electricity_consumption,7832.0,kWh,0.508,3978.656,Scope 2
B0014,Supermarket,2024-07,electricity,electricity_consumption,1959.0,kWh,0.75,1469.25,Scope 2
B0014,Supermarket,2024-08,electricity,electricity_consumption,5799.0,kWh,0.508,2945.892,Scope 2
B0014,Supermarket,2024-08,electricity,electricity_consumption,941.0,kWh,0.75,705.75,Scope 2
B0014,Supermarket,2024-09,electricity,electricity_consumption,4538.0,kWh,0.508,2305.304,Scope 2
B0014,Supermarket,2024-09,electricity,electricity_consumption,577.0,kWh,0.75,432.75,Scope 2
B0014,Supermarket,2024-10,electricity,electricity_consumption,6890.0,kWh,0.508,3500.12,Scope 2
B0014,Supermarket,2024-10,electricity,electricity_consumption,2325.0,kWh,0.75,1743.75,Scope 2
B0014,Supermarket,2024-11,electricity,electricity_consumption,4757.0,kWh,0.508,2416.556,Scope 2
B0014,Supermarket,2024-11,electricity,electricity_consumption,1859.0,kWh,0.75,1394.25,Scope 2
B0014,Supermarket,2024-12,electricity,electricity_consumption,5727.0,kWh,0.508,2909.3160000000003,Scope 2
B0014,Supermarket,2024-12,electricity,electricity_consumption,1769.0,kWh,0.75,1326.75,Scope 2
B0015,Supermarket,2024-01,electricity,electricity_consumption,3864.0,kWh,0.508,1962.912,Scope 2
B0015,Supermarket,2024-01,electricity,electricity_consumption,523.0,kWh,0.75,392.25,Scope 2
B0015,Supermarket,2024-02,electricity,electricity_consumption,5940.0,kWh,0.508,3017.52,Scope 2
B0015,Supermarket,2024-02,electricity,electricity_consumption,2059.0,kWh,0.75,1544.25,Scope 2
B0015,Supermarket,2024-03,electricity,electricity_consumption,5328.0,kWh,0.508,2706.6240000000003,Scope 2
B0015,Supermarket,2024-03,electricity,electricity_consumption,945.0,kWh,0.75,708.75,Scope 2
B0015,Supermarket,2024-04,electricity,electricity_consumption,7338.0,kWh,0.508,3727.704,Scope 2
B0015,Supermarket,2024-04,electricity,electricity_consumption,1558.0,kWh,0.75,1168.5,Scope 2
B0015,Supermarket,2024-05,electricity,electricity_consumption,7004.0,kWh,0.508,3558.032,Scope 2
B0015,Supermarket,2024-05,electricity,electricity_consumption,2574.0,kWh,0.75,1930.5,Scope 2
B0015,Supermarket,2024-06,electricity,electricity_consumption,6498.0,kWh,0.508,3300.984,Scope 2
B0015,Supermarket,2024-06,electricity,electricity_consumption,1353.0,kWh,0.75,1014.75,Scope 2
B0015,Supermarket,2024-07,electricity,electricity_consumption,4973.0,kWh,0.508,2526.284,Scope 2
B0015,Supermarket,2024-07,electricity,electricity_consumption,915.0,kWh,0.75,686.25,Scope 2
B0015,Supermarket,2024-08,electricity,electricity_consumption,4187.0,kWh,0.508,2126.996,Scope 2
B0015,Supermarket,2024-08,electricity,electricity_consumption,1616.0,kWh,0.75,1212.0,Scope 2
B0015,Supermarket,2024-09,electricity,electricity_consumption,7314.0,kWh,0.508,3715.512,Scope 2
B0015,Supermarket,2024-09,electricity,electricity_consumption,1035.0,kWh,0.75,776.25,Scope 2
B0015,Supermarket,2024-10,electricity,electricity_consumption,3960.0,kWh,0.508,2011.68,Scope 2
B0015,Supermarket,2024-10,electricity,electricity_consumption,813.0,kWh,0.75,609.75,Scope 2
B0015,Supermarket,2024-11,electricity,electricity_consumption,5042.0,kWh,0.508,2561.336,Scope 2
B0015,Supermarket,2024-11,electricity,electricity_consumption,1721.0,kWh,0.75,1290.75,Scope 2
B0015,Supermarket,2024-12,electricity,electricity_consumption,5025.0,kWh,0.508,2552.7,Scope 2
B0015,Supermarket,2024-12,electricity,electricity_consumption,1265.0,kWh,0.75,948.75,Scope 2
B0016,Supermarket,2024-01,electricity,electricity_consumption,5605.0,kWh,0.508,2847.34,Scope 2
B0016,Supermarket,2024-01,electricity,electricity_consumption,1870.0,kWh,0.75,1402.5,Scope 2
B0016,Supermarket,2024-02,electricity,electricity_consumption,7045.0,kWh,0.508,3578.86,Scope 2
B0016,Supermarket,2024-02,electricity,electricity_consumption,2633.0,kWh,0.75,1974.75,Scope 2
B0016,Supermarket,2024-03,electricity,electricity_consumption,4405.0,kWh,0.508,2237.74,Scope 2
B0016,Supermarket,2024-03,electricity,electricity_consumption,1192.0,kWh,0.75,894.0,Scope 2
B0016,Supermarket,2024-04,electricity,electricity_consumption,5094.0,kWh,0.508,2587.752,Scope 2
B0016,Supermarket,2024-04,electricity,electricity_consumption,510.0,kWh,0.75,382.5,Scope 2
B0016,Supermarket,2024-05,electricity,electricity_consumption,5246.0,kWh,0.508,2664.968,Scope 2
B0016,Supermarket,2024-05,electricity,electricity_consumption,809.0,kWh,0.75,606.75,Scope 2
B0016,Supermarket,2024-06,electricity,electricity_consumption,6878.0,kWh,0.508,3494.024,Scope 2
B0016,Supermarket,2024-06,electricity,electricity_consumption,792.0,kWh,0.75,594.0,Scope 2
B0016,Supermarket,2024-07,electricity,electricity_consumption,7425.0,kWh,0.508,3771.9,Scope 2
B0016,Supermarket,2024-07,electricity,electricity_consumption,983.0,kWh,0.75,737.25,Scope 2
B0016,Supermarket,2024-08,electricity,electricity_consumption,7180.0,kWh,0.508,3647.44,Scope 2
B0016,Supermarket,2024-08,electricity,electricity_consumption,2437.0,kWh,0.75,1827.75,Scope 2
B0016,Supermarket,2024-09,electricity,electricity_consumption,4153.0,kWh,0.508,2109.724,Scope 2
B0016,Supermarket,2024-09,electricity,electricity_consumption,842.0,kWh,0.75,631.5,Scope 2
B0016,Supermarket,2024-10,electricity,electricity_consumption,7979.0,kWh,0.508,4053.332,Scope 2
B0016,Supermarket,2024-10,electricity,electricity_consumption,2098.0,kWh,0.75,1573.5,Scope 2
B0016,Supermarket,2024-11,electricity,electricity_consumption,7586.0,kWh,0.508,3853.688,Scope 2
B0016,Supermarket,2024-11,electricity,electricity_consumption,1999.0,kWh,0.75,1499.25,Scope 2
B0016,Supermarket,2024-12,electricity,electricity_consumption,6589.0,kWh,0.508,3347.212,Scope 2
B0016,Supermarket,2024-12,electricity,electricity_consumption,1007.0,kWh,0.75,755.25,Scope 2
B0017,Supermarket,2024-01,electricity,electricity_consumption,4636.0,kWh,0.508,2355.088,Scope 2
B0017,Supermarket,2024-01,electricity,electricity_consumption,1051.0,kWh,0.75,788.25,Scope 2
B0017,Supermarket,2024-02,electricity,electricity_consumption,7846.0,kWh,0.508,3985.768,Scope 2
B0017,Supermarket,2024-02,electricity,electricity_consumption,835.0,kWh,0.75,626.25,Scope 2
B0017,Supermarket,2024-03,electricity,electricity_consumption,5554.0,kWh,0.508,2821.432,Scope 2
B0017,Supermarket,2024-03,electricity,electricity_consumption,1938.0,kWh,0.75,1453.5,Scope 2
B0017,Supermarket,2024-04,electricity,electricity_consumption,7428.0,kWh,0.508,3773.424,Scope 2
B0017,Supermarket,2024-04,electricity,electricity_consumption,1439.0,kWh,0.75,1079.25,Scope 2
B0017,Supermarket,2024-05,electricity,electricity_consumption,4314.0,kWh,0.508,2191.512,Scope 2
B0017,Supermarket,2024-05,electricity,electricity_consumption,1634.0,kWh,0.75,1225.5,Scope 2
B0017,Supermarket,2024-06,electricity,electricity_consumption,7407.0,kWh,0.508,3762.756,Scope 2
B0017,Supermarket,2024-06,electricity,electricity_consumption,2087.0,kWh,0.75,1565.25,Scope 2
B0017,Supermarket,2024-07,electricity,electricity_consumption,3501.0,kWh,0.508,1778.508,Scope 2
B0017,Supermarket,2024-07,electricity,electricity_consumption,434.0,kWh,0.75,325.5,Scope 2
B0017,Supermarket,2024-08,electricity,electricity_consumption,4273.0,kWh,0.508,2170.684,Scope 2
B0017,Supermarket,2024-08,electricity,electricity_consumption,639.0,kWh,0.75,479.25,Scope 2
B0017,Supermarket,2024-09,electricity,electricity_consumption,3288.0,kWh,0.508,1670.304,Scope 2
B0017,Supermarket,2024-09,electricity,electricity_consumption,1097.0,kWh,0.75,822.75,Scope 2
B0017,Supermarket,2024-10,electricity,electricity_consumption,5461.0,kWh,0.508,2774.188,Scope 2
B0017,Supermarket,2024-10,electricity,electricity_consumption,2143.0,kWh,0.75,1607.25,Scope 2
B0017,Supermarket,2024-11,electricity,electricity_consumption,4964.0,kWh,0.508,2521.712,Scope 2
B0017,Supermarket,2024-11,electricity,electricity_consumption,1702.0,kWh,0.75,1276.5,Scope 2
B0017,Supermarket,2024-12,electricity,electricity_consumption,3141.0,kWh,0.508,1595.628,Scope 2
B0017,Supermarket,2024-12,electricity,electricity_consumption,801.0,kWh,0.75,600.75,Scope 2
B0018,Supermarket,2024-01,electricity,electricity_consumption,7358.0,kWh,0.508,3737.864,Scope 2
B0018,Supermarket,2024-01,electricity,electricity_consumption,2167.0,kWh,0.75,1625.25,Scope 2
B0018,Supermarket,2024-02,electricity,electricity_consumption,5250.0,kWh,0.508,2667.0,Scope 2
B0018,Supermarket,2024-02,electricity,electricity_consumption,1221.0,kWh,0.75,915.75,Scope 2
B0018,Supermarket,2024-03,electricity,electricity_consumption,6747.0,kWh,0.508,3427.476,Scope 2
B0018,Supermarket,2024-03,electricity,electricity_consumption,2496.0,kWh,0.75,1872.0,Scope 2
B0018,Supermarket,2024-04,electricity,electricity_consumption,5159.0,kWh,0.508,2620.772,Scope 2
B0018,Supermarket,2024-04,electricity,electricity_consumption,1524.0,kWh,0.75,1143.0,Scope 2
B0018,Supermarket,2024-05,electricity,electricity_consumption,3161.0,kWh,0.508,1605.788,Scope 2
B0018,Supermarket,2024-05,electricity,electricity_consumption,474.0,kWh,0.75,355.5,Scope 2
B0018,Supermarket,2024-06,electricity,electricity_consumption,5682.0,kWh,0.508,2886.456,Scope 2
B0018,Supermarket,2024-06,electricity,electricity_consumption,2176.0,kWh,0.75,1632.0,Scope 2
B0018,Supermarket,2024-07,electricity,electricity_consumption,6816.0,kWh,0.508,3462.528,Scope 2
B0018,Supermarket,2024-07,electricity,electricity_consumption,2089.0,kWh,0.75,1566.75,Scope 2
B0018,Supermarket,2024-08,electricity,electricity_consumption,7346.0,kWh,0.508,3731.768,Scope 2
B0018,Supermarket,2024-08,electricity,electricity_consumption,1533.0,kWh,0.75,1149.75,Scope 2
B0018,Supermarket,2024-09,electricity,electricity_consumption,6148.0,kWh,0.508,3123.184,Scope 2
B0018,Supermarket,2024-09,electricity,electricity_consumption,1670.0,kWh,0.75,1252.5,Scope 2
B0018,Supermarket,2024-10,electricity,electricity_consumption,6987.0,kWh,0.508,3549.396,Scope 2
B0018,Supermarket,2024-10,electricity,electricity_consumption,1003.0,kWh,0.75,752.25,Scope 2
B0018,Supermarket,2024-11,electricity,electricity_consumption,4044.0,kWh,0.508,2054.352,Scope 2
B0018,Supermarket,2024-11,electricity,electricity_consumption,458.0,kWh,0.75,343.5,Scope 2
B0018,Supermarket,2024-12,electricity,electricity_consumption,5734.0,kWh,0.508,2912.872,Scope 2
B0018,Supermarket,2024-12,electricity,electricity_consumption,1865.0,kWh,0.75,1398.75,Scope 2
B0019,Supermarket,2024-01,electricity,electricity_consumption,3721.0,kWh,0.508,1890.268,Scope 2
B0019,Supermarket,2024-01,electricity,electricity_consumption,681.0,kWh,0.75,510.75,Scope 2
B0019,Supermarket,2024-02,electricity,electricity_consumption,7250.0,kWh,0.508,3683.0,Scope 2
B0019,Supermarket,2024-02,electricity,electricity_consumption,1416.0,kWh,0.75,1062.0,Scope 2
B0019,Supermarket,2024-03,electricity,electricity_consumption,3923.0,kWh,0.508,1992.884,Scope 2
B0019,Supermarket,2024-03,electricity,electricity_consumption,1061.0,kWh,0.75,795.75,Scope 2
B0019,Supermarket,2024-04,electricity,electricity_consumption,3472.0,kWh,0.508,1763.776,Scope 2
B0019,Supermarket,2024-04,electricity,electricity_consumption,464.0,kWh,0.75,348.0,Scope 2
B0019,Supermarket,2024-05,electricity,electricity_consumption,5596.0,kWh,0.508,2842.768,Scope 2
B0019,Supermarket,2024-05,electricity,electricity_consumption,1901.0,kWh,0.75,1425.75,Scope 2
B0019,Supermarket,2024-06,electricity,electricity_consumption,7472.0,kWh,0.508,3795.776,Scope 2
B0019,Supermarket,2024-06,electricity,electricity_consumption,2321.0,kWh,0.75,1740.75,Scope 2
B0019,Supermarket,2024-07,electricity,electricity_consumption,7462.0,kWh,0.508,3790.696,Scope 2
B0019,Supermarket,2024-07,electricity,electricity_consumption,891.0,kWh,0.75,668.25,Scope 2
B0019,Supermarket,2024-08,electricity,electricity_consumption,4472.0,kWh,0.508,2271.776,Scope 2
B0019,Supermarket,2024-08,electricity,electricity_consumption,1630.0,kWh,0.75,1222.5,Scope 2
B0019,Supermarket,2024-09,electricity,electricity_consumption,4330.0,kWh,0.508,2199.64,Scope 2
B0019,Supermarket,2024-09,electricity,electricity_consumption,769.0,kWh,0.75,576.75,Scope 2
B0019,Supermarket,2024-10,electricity,electricity_consumption,7862.0,kWh,0.508,3993.896,Scope 2
B0019,Supermarket,2024-10,electricity,electricity_consumption,2078.0,kWh,0.75,1558.5,Scope 2
B0019,Supermarket,2024-11,electricity,electricity_consumption,5558.0,kWh,0.508,2823.464,Scope 2
B0019,Supermarket,2024-11,electricity,electricity_consumption,1235.0,kWh,0.75,926.25,Scope 2
B0019,Supermarket,2024-12,electricity,electricity_consumption,4979.0,kWh,0.508,2529.332,Scope 2
B0019,Supermarket,2024-12,electricity,electricity_consumption,507.0,kWh,0.75,380.25,Scope 2
B0020,Supermarket,2024-01,electricity,electricity_consumption,5693.0,kWh,0.508,2892.044,Scope 2
B0020,Supermarket,2024-01,electricity,electricity_consumption,1146.0,kWh,0.75,859.5,Scope 2
B0020,Supermarket,2024-02,electricity,electricity_consumption,5109.0,kWh,0.508,2595.372,Scope 2
B0020,Supermarket,2024-02,electricity,electricity_consumption,682.0,kWh,0.75,511.5,Scope 2
B0020,Supermarket,2024-03,electricity,electricity_consumption,4568.0,kWh,0.508,2320.544,Scope 2
B0020,Supermarket,2024-03,electricity,electricity_consumption,1263.0,kWh,0.75,947.25,Scope 2
B0020,Supermarket,2024-04,electricity,electricity_consumption,7985.0,kWh,0.508,4056.38,Scope 2
B0020,Supermarket,2024-04,electricity,electricity_consumption,1992.0,kWh,0.75,1494.0,Scope 2
B0020,Supermarket,2024-05,electricity,electricity_consumption,5183.0,kWh,0.508,2632.964,Scope 2
B0020,Supermarket,2024-05,electricity,electricity_consumption,572.0,kWh,0.75,429.0,Scope 2
B0020,Supermarket,2024-06,electricity,electricity_consumption,6027.0,kWh,0.508,3061.716,Scope 2
B0020,Supermarket,2024-06,electricity,electricity_consumption,2137.0,kWh,0.75,1602.75,Scope 2
B0020,Supermarket,2024-07,electricity,electricity_consumption,6005.0,kWh,0.508,3050.54,Scope 2
B0020,Supermarket,2024-07,electricity,electricity_consumption,1931.0,kWh,0.75,1448.25,Scope 2
B0020,Supermarket,2024-08,electricity,electricity_consumption,5757.0,kWh,0.508,2924.556,Scope 2
B0020,Supermarket,2024-08,electricity,electricity_consumption,2277.0,kWh,0.75,1707.75,Scope 2
B0020,Supermarket,2024-09,electricity,electricity_consumption,6458.0,kWh,0.508,3280.664,Scope 2
B0020,Supermarket,2024-09,electricity,electricity_consumption,2054.0,kWh,0.75,1540.5,Scope 2
B0020,Supermarket,2024-10,electricity,electricity_consumption,6321.0,kWh,0.508,3211.068,Scope 2
B0020,Supermarket,2024-10,electricity,electricity_consumption,1129.0,kWh,0.75,846.75,Scope 2
B0020,Supermarket,2024-11,electricity,electricity_consumption,4686.0,kWh,0.508,2380.488,Scope 2
B0020,Supermarket,2024-11,electricity,electricity_consumption,1516.0,kWh,0.75,1137.0,Scope 2
B0020,Supermarket,2024-12,electricity,electricity_consumption,6517.0,kWh,0.508,3310.636,Scope 2
B0020,Supermarket,2024-12,electricity,electricity_consumption,656.0,kWh,0.75,492.0,Scope 2
B0021,SmallShop,2024-01,electricity,electricity_consumption,1087.0,kWh,0.508,552.196,Scope 2
B0021,SmallShop,2024-01,electricity,electricity_consumption,144.0,kWh,0.75,108.0,Scope 2
B0021,SmallShop,2024-02,electricity,electricity_consumption,1143.0,kWh,0.508,580.644,Scope 2
B0021,SmallShop,2024-02,electricity,electricity_consumption,397.0,kWh,0.75,297.75,Scope 2
B0021,SmallShop,2024-03,electricity,electricity_consumption,1118.0,kWh,0.508,567.944,Scope 2
B0021,SmallShop,2024-03,electricity,electricity_consumption,173.0,kWh,0.75,129.75,Scope 2
B0021,SmallShop,2024-04,electricity,electricity_consumption,887.0,kWh,0.508,450.596,Scope 2
B0021,SmallShop,2024-04,electricity,electricity_consumption,326.0,kWh,0.75,244.5,Scope 2
B0021,SmallShop,2024-05,electricity,electricity_consumption,973.0,kWh,0.508,494.284,Scope 2
B0021,SmallShop,2024-05,electricity,electricity_consumption,230.0,kWh,0.75,172.5,Scope 2
B0021,SmallShop,2024-06,electricity,electricity_consumption,515.0,kWh,0.508,261.62,Scope 2
B0021,SmallShop,2024-06,electricity,electricity_consumption,188.0,kWh,0.75,141.0,Scope 2
B0021,SmallShop,2024-07,electricity,electricity_consumption,882.0,kWh,0.508,448.056,Scope 2
B0021,SmallShop,2024-07,electricity,electricity_consumption,209.0,kWh,0.75,156.75,Scope 2
B0021,SmallShop,2024-08,electricity,electricity_consumption,1125.0,kWh,0.508,571.5,Scope 2
B0021,SmallShop,2024-08,electricity,electricity_consumption,243.0,kWh,0.75,182.25,Scope 2
B0021,SmallShop,2024-09,electricity,electricity_consumption,1091.0,kWh,0.508,554.228,Scope 2
B0021,SmallShop,2024-09,electricity,electricity_consumption,372.0,kWh,0.75,279.0,Scope 2
B0021,SmallShop,2024-10,electricity,electricity_consumption,707.0,kWh,0.508,359.156,Scope 2
B0021,SmallShop,2024-10,electricity,electricity_consumption,235.0,kWh,0.75,176.25,Scope 2
B0021,SmallShop,2024-11,electricity,electricity_consumption,885.0,kWh,0.508,449.58,Scope 2
B0021,SmallShop,2024-11,electricity,electricity_consumption,329.0,kWh,0.75,246.75,Scope 2
B0021,SmallShop,2024-12,electricity,electricity_consumption,1120.0,kWh,0.508,568.96,Scope 2
B0021,SmallShop,2024-12,electricity,electricity_consumption,252.0,kWh,0.75,189.0,Scope 2
B0022,SmallShop,2024-01,electricity,electricity_consumption,1160.0,kWh,0.508,589.28,Scope 2
B0022,SmallShop,2024-01,electricity,electricity_consumption,400.0,kWh,0.75,300.0,Scope 2
B0022,SmallShop,2024-02,electricity,electricity_consumption,645.0,kWh,0.508,327.66,Scope 2
B0022,SmallShop,2024-02,electricity,electricity_consumption,73.0,kWh,0.75,54.75,Scope 2
B0022,SmallShop,2024-03,electricity,electricity_consumption,883.0,kWh,0.508,448.564,Scope 2
B0022,SmallShop,2024-03,electricity,electricity_consumption,151.0,kWh,0.75,113.25,Scope 2
B0022,SmallShop,2024-04,electricity,electricity_consumption,893.0,kWh,0.508,453.644,Scope 2
B0022,SmallShop,2024-04,electricity,electricity_consumption,127.0,kWh,0.75,95.25,Scope 2
B0022,SmallShop,2024-05,electricity,electricity_consumption,983.0,kWh,0.508,499.364,Scope 2
B0022,SmallShop,2024-05,electricity,electricity_consumption,357.0,kWh,0.75,267.75,Scope 2
B0022,SmallShop,2024-06,electricity,electricity_consumption,770.0,kWh,0.508,391.16,Scope 2
B0022,SmallShop,2024-06,electricity,electricity_consumption,139.0,kWh,0.75,104.25,Scope 2
B0022,SmallShop,2024-07,electricity,electricity_consumption,634.0,kWh,0.508,322.072,Scope 2
B0022,SmallShop,2024-07,electricity,electricity_consumption,151.0,kWh,0.75,113.25,Scope 2
B0022,SmallShop,2024-08,electricity,electricity_consumption,572.0,kWh,0.508,290.576,Scope 2
B0022,SmallShop,2024-08,electricity,electricity_consumption,73.0,kWh,0.75,54.75,Scope 2
B0022,SmallShop,2024-09,electricity,electricity_consumption,977.0,kWh,0.508,496.316,Scope 2
B0022,SmallShop,2024-09,electricity,electricity_consumption,153.0,kWh,0.75,114.75,Scope 2
B0022,SmallShop,2024-10,electricity,electricity_consumption,1010.0,kWh,0.508,513.08,Scope 2
B0022,SmallShop,2024-10,electricity,electricity_consumption,133.0,kWh,0.75,99.75,Scope 2
B0022,SmallShop,2024-11,electricity,electricity_consumption,1035.0,kWh,0.508,525.78,Scope 2
B0022,SmallShop,2024-11,electricity,electricity_consumption,364.0,kWh,0.75,273.0,Scope 2
B0022,SmallShop,2024-12,electricity,electricity_consumption,529.0,kWh,0.508,268.732,Scope 2
B0022,SmallShop,2024-12,electricity,electricity_consumption,57.0,kWh,0.75,42.75,Scope 2
B0023,SmallShop,2024-01,electricity,electricity_consumption,1084.0,kWh,0.508,550.672,Scope 2
B0023,SmallShop,2024-01,electricity,electricity_consumption,340.0,kWh,0.75,255.0,Scope 2
B0023,SmallShop,2024-02,electricity,electricity_consumption,589.0,kWh,0.508,299.212,Scope 2
B0023,SmallShop,2024-02,electricity,electricity_consumption,159.0,kWh,0.75,119.25,Scope 2
B0023,SmallShop,2024-03,electricity,electricity_consumption,1046.0,kWh,0.508,531.368,Scope 2
B0023,SmallShop,2024-03,electricity,electricity_consumption,122.0,kWh,0.75,91.5,Scope 2
B0023,SmallShop,2024-04,electricity,electricity_consumption,828.0,kWh,0.508,420.624,Scope 2
B0023,SmallShop,2024-04,electricity,electricity_consumption,262.0,kWh,0.75,196.5,Scope 2
B0023,SmallShop,2024-05,electricity,electricity_consumption,525.0,kWh,0.508,266.7,Scope 2
B0023,SmallShop,2024-05,electricity,electricity_consumption,72.0,kWh,0.75,54.0,Scope 2
B0023,SmallShop,2024-06,electricity,electricity_consumption,590.0,kWh,0.508,299.72,Scope 2
B0023,SmallShop,2024-06,electricity,electricity_consumption,101.0,kWh,0.75,75.75,Scope 2
B0023,SmallShop,2024-07,electricity,electricity_consumption,1112.0,kWh,0.508,564.896,Scope 2
B0023,SmallShop,2024-07,electricity,electricity_consumption,167.0,kWh,0.75,125.25,Scope 2
B0023,SmallShop,2024-08,electricity,electricity_consumption,667.0,kWh,0.508,338.836,Scope 2
B0023,SmallShop,2024-08,electricity,electricity_consumption,116.0,kWh,0.75,87.0,Scope 2
B0023,SmallShop,2024-09,electricity,electricity_consumption,926.0,kWh,0.508,470.408,Scope 2
B0023,SmallShop,2024-09,electricity,electricity_consumption,257.0,kWh,0.75,192.75,Scope 2
B0023,SmallShop,2024-10,electricity,electricity_consumption,562.0,kWh,0.508,285.496,Scope 2
B0023,SmallShop,2024-10,electricity,electricity_consumption,136.0,kWh,0.75,102.0,Scope 2
B0023,SmallShop,2024-11,electricity,electricity_consumption,656.0,kWh,0.508,333.248,Scope 2
B0023,SmallShop,2024-11,electricity,electricity_consumption,189.0,kWh,0.75,141.75,Scope 2
B0023,SmallShop,2024-12,electricity,electricity_consumption,1088.0,kWh,0.508,552.704,Scope 2
B0023,SmallShop,2024-12,electricity,electricity_consumption,219.0,kWh,0.75,164.25,Scope 2
B0024,SmallShop,2024-01,electricity,electricity_consumption,613.0,kWh,0.508,311.404,Scope 2
B0024,SmallShop,2024-01,electricity,electricity_consumption,84.0,kWh,0.75,63.0,Scope 2
B0024,SmallShop,2024-02,electricity,electricity_consumption,907.0,kWh,0.508,460.756,Scope 2
B0024,SmallShop,2024-02,electricity,electricity_consumption,104.0,kWh,0.75,78.0,Scope 2
B0024,SmallShop,2024-03,electricity,electricity_consumption,503.0,kWh,0.508,255.524,Scope 2
B0024,SmallShop,2024-03,electricity,electricity_consumption,70.0,kWh,0.75,52.5,Scope 2
B0024,SmallShop,2024-04,electricity,electricity_consumption,1080.0,kWh,0.508,548.64,Scope 2
B0024,SmallShop,2024-04,electricity,electricity_consumption,431.0,kWh,0.75,323.25,Scope 2
