business_id,business_type,billing_period,consumption_kWh,source,activity,unit,emission_factor,emissions_kgCO2e
B0015,Supermarket,2024-02,2059,generator,diesel_generator,kWh,0.75,1544.25
B0015,Supermarket,2024-03,5328,grid,grid_electricity_NG,kWh,0.508,2706.6240000000003
B0015,Supermarket,2024-03,945,generator,diesel_generator,kWh,0.75,708.75
B0015,Supermarket,2024-04,7338,grid,grid_electricity_NG,kWh,0.508,3727.704
B0015,Supermarket,2024-04,1558,generator,diesel_generator,kWh,0.75,1168.5
B0015,Supermarket,2024-05,7004,grid,grid_electricity_NG,kWh,0.508,3558.032
B0015,Supermarket,2024-05,2574,generator,diesel_generator,kWh,0.75,1930.5
B0015,Supermarket,2024-06,6498,grid,grid_electricity_NG,kWh,0.508,3300.984
B0015,Supermarket,2024-06,1353,generator,diesel_generator,kWh,0.75,1014.75
B0015,Supermarket,2024-07,4973,grid,grid_electricity_NG,kWh,0.508,2526.284
B0015,Supermarket,2024-07,915,generator,diesel_generator,kWh,0.75,686.25
B0015,Supermarket,2024-08,4187,grid,grid_electricity_NG,kWh,0.508,2126.996
B0015,Supermarket,2024-08,1616,generator,diesel_generator,kWh,0.75,1212.0
B0015,Supermarket,2024-09,7314,grid,grid_electricity_NG,kWh,0.508,3715.512
B0015,Supermarket,2024-09,1035,generator,diesel_generator,kWh,0.75,776.25
B0015,Supermarket,2024-10,3960,grid,grid_electricity_NG,kWh,0.508,2011.68
B0015,Supermarket,2024-10,813,generator,diesel_generator,kWh,0.75,609.75
B0015,Supermarket,2024-11,5042,grid,grid_electricity_NG,kWh,0.508,2561.3360000000002
B0015,Supermarket,2024-11,1721,generator,diesel_generator,kWh,0.75,1290.75
B0015,Supermarket,2024-12,5025,grid,grid_electricity_NG,kWh,0.508,2552.7
B0015,Supermarket,2024-12,1265,generator,diesel_generator,kWh,0.75,948.75
B0016,Supermarket,2024-01,5605,grid,grid_electricity_NG,kWh,0.508,2847.34
B0016,Supermarket,2024-01,1870,generator,diesel_generator,kWh,0.75,1402.5
B0016,Supermarket,2024-02,7045,grid,grid_electricity_NG,kWh,0.508,3578.86
B0016,Supermarket,2024-02,2633,generator,diesel_generator,kWh,0.75,1974.75
B0016,Supermarket,2024-03,4405,grid,grid_electricity_NG,kWh,0.508,2237.7400000000002
B0016,Supermarket,2024-03,1192,generator,diesel_generator,kWh,0.75,894.0
B0016,Supermarket,2024-04,5094,grid,grid_electricity_NG,kWh,0.508,2587.752
B0016,Supermarket,2024-04,510,generator,diesel_generator,kWh,0.75,382.5
B0016,Supermarket,2024-05,5246,grid,grid_electricity_NG,kWh,0.508,2664.968
B0016,Supermarket,2024-05,809,generator,diesel_generator,kWh,0.75,606.75
B0016,Supermarket,2024-06,6878,grid,grid_electricity_NG,kWh,0.508,3494.024
B0016,Supermarket,2024-06,792,generator,diesel_generator,kWh,0.75,594.0
B0016,Supermarket,2024-07,7425,grid,grid_electricity_NG,kWh,0.508,3771.9
B0016,Supermarket,2024-07,983,generator,diesel_generator,kWh,0.75,737.25
B0016,Supermarket,2024-08,7180,grid,grid_electricity_NG,kWh,0.508,3647.44
B0016,Supermarket,2024-08,2437,generator,diesel_generator,kWh,0.75,1827.75
B0016,Supermarket,2024-09,4153,grid,grid_electricity_NG,kWh,0.508,2109.724
B0016,Supermarket,2024-09,842,generator,diesel_generator,kWh,0.75,631.5
B0016,Supermarket,2024-10,7979,grid,grid_electricity_NG,kWh,0.508,4053.332
B0016,Supermarket,2024-10,2098,generator,diesel_generator,kWh,0.75,1573.5
B0016,Supermarket,2024-11,7586,grid,grid_electricity_NG,kWh,0.508,3853.688
B0016,Supermarket,2024-11,1999,generator,diesel_generator,kWh,0.75,1499.25
B0016,Supermarket,2024-12,6589,grid,grid_electricity_NG,kWh,0.508,3347.212
B0016,Supermarket,2024-12,1007,generator,diesel_generator,kWh,0.75,755.25
B0017,Supermarket,2024-01,4636,grid,grid_electricity_NG,kWh,0.508,2355.088
B0017,Supermarket,2024-01,1051,generator,diesel_generator,kWh,0.75,788.25
B0017,Supermarket,2024-02,7846,grid,grid_electricity_NG,kWh,0.508,3985.768
B0017,Supermarket,2024-02,835,generator,diesel_generator,kWh,0.75,626.25
B0017,Supermarket,2024-03,5554,grid,grid_electricity_NG,kWh,0.508,2821.4320000000002
B0017,Supermarket,2024-03,1938,generator,diesel_generator,kWh,0.75,1453.5
B0017,Supermarket,2024-04,7428,grid,grid_electricity_NG,kWh,0.508,3773.424
B0017,Supermarket,2024-04,1439,generator,diesel_generator,kWh,0.75,1079.25
B0017,Supermarket,2024-05,4314,grid,grid_electricity_NG,kWh,0.508,2191.512
B0017,Supermarket,2024-05,1634,generator,diesel_generator,kWh,0.75,1225.5
B0017,Supermarket,2024-06,7407,grid,grid_electricity_NG,kWh,0.508,3762.756
B0017,Supermarket,2024-06,2087,generator,diesel_generator,kWh,0.75,1565.25
B0017,Supermarket,2024-07,3501,grid,grid_electricity_NG,kWh,0.508,1778.508
B0017,Supermarket,2024-07,434,generator,diesel_generator,kWh,0.75,325.5
B0017,Supermarket,2024-08,4273,grid,grid_electricity_NG,kWh,0.508,2170.684
B0017,Supermarket,2024-08,639,generator,diesel_generator,kWh,0.75,479.25
B0017,Supermarket,2024-09,3288,grid,grid_electricity_NG,kWh,0.508,1670.304
B0017,Supermarket,2024-09,1097,generator,diesel_generator,kWh,0.75,822.75
B0017,Supermarket,2024-10,5461,grid,grid_electricity_NG,kWh,0.508,2774.188
B0017,Supermarket,2024-10,2143,generator,diesel_generator,kWh,0.75,1607.25
B0017,Supermarket,2024-11,4964,grid,grid_electricity_NG,kWh,0.508,2521.712
B0017,Supermarket,2024-11,1702,generator,diesel_generator,kWh,0.75,1276.5
B0017,Supermarket,2024-12,3141,grid,grid_electricity_NG,kWh,0.508,1595.628
B0017,Supermarket,2024-12,801,generator,diesel_generator,kWh,0.75,600.75
B0018,Supermarket,2024-01,7358,grid,grid_electricity_NG,kWh,0.508,3737.864
B0018,Supermarket,2024-01,2167,generator,diesel_generator,kWh,0.75,1625.25
B0018,Supermarket,2024-02,5250,grid,grid_electricity_NG,kWh,0.508,2667.0
B0018,Supermarket,2024-02,1221,generator,diesel_generator,kWh,0.75,915.75
B0018,Supermarket,2024-03,6747,grid,grid_electricity_NG,kWh,0.508,3427.476
B0018,Supermarket,2024-03,2496,generator,diesel_generator,kWh,0.75,1872.0
B0018,Supermarket,2024-04,5159,grid,grid_electricity_NG,kWh,0.508,2620.772
B0018,Supermarket,2024-04,1524,generator,diesel_generator,kWh,0.75,1143.0
B0018,Supermarket,2024-05,3161,grid,grid_electricity_NG,kWh,0.508,1605.788
B0018,Supermarket,2024-05,474,generator,diesel_generator,kWh,0.75,355.5
B0018,Supermarket,2024-06,5682,grid,grid_electricity_NG,kWh,0.508,2886.456
B0018,Supermarket,2024-06,2176,generator,diesel_generator,kWh,0.75,1632.0
B0018,Supermarket,2024-07,6816,grid,grid_electricity_NG,kWh,0.508,3462.5280000000002
B0018,Supermarket,2024-07,2089,generator,diesel_generator,kWh,0.75,1566.75
B0018,Supermarket,2024-08,7346,grid,grid_electricity_NG,kWh,0.508,3731.768
B0018,Supermarket,2024-08,1533,generator,diesel_generator,kWh,0.75,1149.75
B0018,Supermarket,2024-09,6148,grid,grid_electricity_NG,kWh,0.508,3123.184
B0018,Supermarket,2024-09,1670,generator,diesel_generator,kWh,0.75,1252.5
B0018,Supermarket,2024-10,6987,grid,grid_electricity_NG,kWh,0.508,3549.396
B0018,Supermarket,2024-10,1003,generator,diesel_generator,kWh,0.75,752.25
B0018,Supermarket,2024-11,4044,grid,grid_electricity_NG,kWh,0.508,2054.352
B0018,Supermarket,2024-11,458,generator,diesel_generator,kWh,0.75,343.5
B0018,Supermarket,2024-12,5734,grid,grid_electricity_NG,kWh,0.508,2912.872
B0018,Supermarket,2024-12,1865,generator,diesel_generator,kWh,0.75,1398.75
B0019,Supermarket,2024-01,3721,grid,grid_electricity_NG,kWh,0.508,1890.268
B0019,Supermarket,2024-01,681,generator,diesel_generator,kWh,0.75,510.75
B0019,Supermarket,2024-02,7250,grid,grid_electricity_NG,kWh,0.508,3683.0
B0019,Supermarket,2024-02,1416,generator,diesel_generator,kWh,0.75,1062.0
B0019,Supermarket,2024-03,3923,grid,grid_electricity_NG,kWh,0.508,1992.884
B0019,Supermarket,2024-03,1061,generator,diesel_generator,kWh,0.75,795.75
B0019,Supermarket,2024-04,3472,grid,grid_electricity_NG,kWh,0.508,1763.776
B0019,Supermarket,2024-04,464,generator,diesel_generator,kWh,0.75,348.0
B0019,Supermarket,2024-05,5596,grid,grid_electricity_NG,kWh,0.508,2842.768
B0019,Supermarket,2024-05,1901,generator,diesel_generator,kWh,0.75,1425.75
B0019,Supermarket,2024-06,7472,grid,grid_electricity_NG,kWh,0.508,3795.776
B0019,Supermarket,2024-06,2321,generator,diesel_generator,kWh,0.75,1740.75
B0019,Supermarket,2024-07,7462,grid,grid_electricity_NG,kWh,0.508,3790.696
B0019,Supermarket,2024-07,891,generator,diesel_generator,kWh,0.75,668.25
B0019,Supermarket,2024-08,4472,grid,grid_electricity_NG,kWh,0.508,2271.776
B0019,Supermarket,2024-08,1630,generator,diesel_generator,kWh,0.75,1222.5
B0019,Supermarket,2024-09,4330,grid,grid_electricity_NG,kWh,0.508,2199.64
B0019,Supermarket,2024-09,769,generator,diesel_generator,kWh,0.75,576.75
B0019,Supermarket,2024-10,7862,grid,grid_electricity_NG,kWh,0.508,3993.896
B0019,Supermarket,2024-10,2078,generator,diesel_generator,kWh,0.75,1558.5
B0019,Supermarket,2024-11,5558,grid,grid_electricity_NG,kWh,0.508,2823.464
B0019,Supermarket,2024-11,1235,generator,diesel_generator,kWh,0.75,926.25
B0019,Supermarket,2024-12,4979,grid,grid_electricity_NG,kWh,0.508,2529.332
B0019,Supermarket,2024-12,507,generator,diesel_generator,kWh,0.75,380.25
B0020,Supermarket,2024-01,5693,grid,grid_electricity_NG,kWh,0.508,2892.044
B0020,Supermarket,2024-01,1146,generator,diesel_generator,kWh,0.75,859.5
B0020,Supermarket,2024-02,5109,grid,grid_electricity_NG,kWh,0.508,2595.372
B0020,Supermarket,2024-02,682,generator,diesel_generator,kWh,0.75,511.5
B0020,Supermarket,2024-03,4568,grid,grid_electricity_NG,kWh,0.508,2320.544
B0020,Supermarket,2024-03,1263,generator,diesel_generator,kWh,0.75,947.25
B0020,Supermarket,2024-04,7985,grid,grid_electricity_NG,kWh,0.508,4056.38
B0020,Supermarket,2024-04,1992,generator,diesel_generator,kWh,0.75,1494.0
B0020,Supermarket,2024-05,5183,grid,grid_electricity_NG,kWh,0.508,2632.964
B0020,Supermarket,2024-05,572,generator,diesel_generator,kWh,0.75,429.0
B0020,Supermarket,2024-06,6027,grid,grid_electricity_NG,kWh,0.508,3061.716
B0020,Supermarket,2024-06,2137,generator,diesel_generator,kWh,0.75,1602.75
B0020,Supermarket,2024-07,6005,grid,grid_electricity_NG,kWh,0.508,3050.54
B0020,Supermarket,2024-07,1931,generator,diesel_generator,kWh,0.75,1448.25
B0020,Supermarket,2024-08,5757,grid,grid_electricity_NG,kWh,0.508,2924.556
B0020,Supermarket,2024-08,2277,generator,diesel_generator,kWh,0.75,1707.75
B0020,Supermarket,2024-09,6458,grid,grid_electricity_NG,kWh,0.508,3280.664
B0020,Supermarket,2024-09,2054,generator,diesel_generator,kWh,0.75,1540.5
B0020,Supermarket,2024-10,6321,grid,grid_electricity_NG,kWh,0.508,3211.068
B0020,Supermarket,2024-10,1129,generator,diesel_generator,kWh,0.75,846.75
B0020,Supermarket,2024-11,4686,grid,grid_electricity_NG,kWh,0.508,2380.488
B0020,Supermarket,2024-11,1516,generator,diesel_generator,kWh,0.75,1137.0
B0020,Supermarket,2024-12,6517,grid,grid_electricity_NG,kWh,0.508,3310.636
B0020,Supermarket,2024-12,656,generator,diesel_generator,kWh,0.75,492.0
B0021,SmallShop,2024-01,1087,grid,grid_electricity_NG,kWh,0.508,552.196
B0021,SmallShop,2024-01,144,generator,diesel_generator,kWh,0.75,108.0
B0021,SmallShop,2024-02,1143,grid,grid_electricity_NG,kWh,0.508,580.644
B0021,SmallShop,2024-02,397,generator,diesel_generator,kWh,0.75,297.75
B0021,SmallShop,2024-03,1118,grid,grid_electricity_NG,kWh,0.508,567.944
B0021,SmallShop,2024-03,173,generator,diesel_generator,kWh,0.75,129.75
B0021,SmallShop,2024-04,887,grid,grid_electricity_NG,kWh,0.508,450.596
B0021,SmallShop,2024-04,326,generator,diesel_generator,kWh,0.75,244.5
B0021,SmallShop,2024-05,973,grid,grid_electricity_NG,kWh,0.508,494.284
B0021,SmallShop,2024-05,230,generator,diesel_generator,kWh,0.75,172.5
B0021,SmallShop,2024-06,515,grid,grid_electricity_NG,kWh,0.508,261.62
B0021,SmallShop,2024-06,188,generator,diesel_generator,kWh,0.75,141.0
B0021,SmallShop,2024-07,882,grid,grid_electricity_NG,kWh,0.508,448.056
B0021,SmallShop,2024-07,209,generator,diesel_generator,kWh,0.75,156.75
B0021,SmallShop,2024-08,1125,grid,grid_electricity_NG,kWh,0.508,571.5
B0021,SmallShop,2024-08,243,generator,diesel_generator,kWh,0.75,182.25
B0021,SmallShop,2024-09,1091,grid,grid_electricity_NG,kWh,0.508,554.228
B0021,SmallShop,2024-09,372,generator,diesel_generator,kWh,0.75,279.0
B0021,SmallShop,2024-10,707,grid,grid_electricity_NG,kWh,0.508,359.156
B0021,SmallShop,2024-10,235,generator,diesel_generator,kWh,0.75,176.25
B0021,SmallShop,2024-11,885,grid,grid_electricity_NG,kWh,0.508,449.58
B0021,SmallShop,2024-11,329,generator,diesel_generator,kWh,0.75,246.75
B0021,SmallShop,2024-12,1120,grid,grid_electricity_NG,kWh,0.508,568.96
B0021,SmallShop,2024-12,252,generator,diesel_generator,kWh,0.75,189.0
B0022,SmallShop,2024-01,1160,grid,grid_electricity_NG,kWh,0.508,589.28
B0022,SmallShop,2024-01,400,generator,diesel_generator,kWh,0.75,300.0
B0022,SmallShop,2024-02,645,grid,grid_electricity_NG,kWh,0.508,327.66
B0022,SmallShop,2024-02,73,generator,diesel_generator,kWh,0.75,54.75
B0022,SmallShop,2024-03,883,grid,grid_electricity_NG,kWh,0.508,448.564
B0022,SmallShop,2024-03,151,generator,diesel_generator,kWh,0.75,113.25
B0022,SmallShop,2024-04,893,grid,grid_electricity_NG,kWh,0.508,453.644
B0022,SmallShop,2024-04,127,generator,diesel_generator,kWh,0.75,95.25
B0022,SmallShop,2024-05,983,grid,grid_electricity_NG,kWh,0.508,499.36400000000003
B0022,SmallShop,2024-05,357,generator,diesel_generator,kWh,0.75,267.75
B0022,SmallShop,2024-06,770,grid,grid_electricity_NG,kWh,0.508,391.16
B0022,SmallShop,2024-06,139,generator,diesel_generator,kWh,0.75,104.25
B0022,SmallShop,2024-07,634,grid,grid_electricity_NG,kWh,0.508,322.072
B0022,SmallShop,2024-07,151,generator,diesel_generator,kWh,0.75,113.25
B0022,SmallShop,2024-08,572,grid,grid_electricity_NG,kWh,0.508,290.576
B0022,SmallShop,2024-08,73,generator,diesel_generator,kWh,0.75,54.75
B0022,SmallShop,2024-09,977,grid,grid_electricity_NG,kWh,0.508,496.31600000000003
B0022,SmallShop,2024-09,153,generator,diesel_generator,kWh,0.75,114.75
B0022,SmallShop,2024-10,1010,grid,grid_electricity_NG,kWh,0.508,513.08
B0022,SmallShop,2024-10,133,generator,diesel_generator,kWh,0.75,99.75
B0022,SmallShop,2024-11,1035,grid,grid_electricity_NG,kWh,0.508,525.78
B0022,SmallShop,2024-11,364,generator,diesel_generator,kWh,0.75,273.0
B0022,SmallShop,2024-12,529,grid,grid_electricity_NG,kWh,0.508,268.732
B0022,SmallShop,2024-12,57,generator,diesel_generator,kWh,0.75,42.75
B0023,SmallShop,2024-01,1084,grid,grid_electricity_NG,kWh,0.508,550.672
B0023,SmallShop,2024-01,340,generator,diesel_generator,kWh,0.75,255.0
B0023,SmallShop,2024-02,589,grid,grid_electricity_NG,kWh,0.508,299.212
B0023,SmallShop,2024-02,159,generator,diesel_generator,kWh,0.75,119.25
B0023,SmallShop,2024-03,1046,grid,grid_electricity_NG,kWh,0.508,531.368
B0023,SmallShop,2024-03,122,generator,diesel_generator,kWh,0.75,91.5
B0023,SmallShop,2024-04,828,grid,grid_electricity_NG,kWh,0.508,420.624
B0023,SmallShop,2024-04,262,generator,diesel_generator,kWh,0.75,196.5
B0023,SmallShop,2024-05,525,grid,grid_electricity_NG,kWh,0.508,266.7
B0023,SmallShop,2024-05,72,generator,diesel_generator,kWh,0.75,54.0
B0023,SmallShop,2024-06,590,grid,grid_electricity_NG,kWh,0.508,299.72
B0023,SmallShop,2024-06,101,generator,diesel_generator,kWh,0.75,75.75
B0023,SmallShop,2024-07,1112,grid,grid_electricity_NG,kWh,0.508,564.896
B0023,SmallShop,2024-07,167,generator,diesel_generator,kWh,0.75,125.25
B0023,SmallShop,2024-08,667,grid,grid_electricity_NG,kWh,0.508,338.836
B0023,SmallShop,2024-08,116,generator,diesel_generator,kWh,0.75,87.0
B0023,SmallShop,2024-09,926,grid,grid_electricity_NG,kWh,0.508,470.408
B0023,SmallShop,2024-09,257,generator,diesel_generator,kWh,0.75,192.75
B0023,SmallShop,2024-10,562,grid,grid_electricity_NG,kWh,0.508,285.496
B0023,SmallShop,2024-10,136,generator,diesel_generator,kWh,0.75,102.0
B0023,SmallShop,2024-11,656,grid,grid_electricity_NG,kWh,0.508,333.248
B0023,SmallShop,2024-11,189,generator,diesel_generator,kWh,0.75,141.75
B0023,SmallShop,2024-12,1088,grid,grid_electricity_NG,kWh,0.508,552.704
B0023,SmallShop,2024-12,219,generator,diesel_generator,kWh,0.75,164.25
B0024,SmallShop,2024-01,613,grid,grid_electricity_NG,kWh,0.508,311.404
B0024,SmallShop,2024-01,84,generator,diesel_generator,kWh,0.75,63.0
B0024,SmallShop,2024-02,907,grid,grid_electricity_NG,kWh,0.508,460.75600000000003
B0024,SmallShop,2024-02,104,generator,diesel_generator,kWh,0.75,78.0
B0024,SmallShop,2024-03,503,grid,grid_electricity_NG,kWh,0.508,255.524
B0024,SmallShop,2024-03,70,generator,diesel_generator,kWh,0.75,52.5
B0024,SmallShop,2024-04,1080,grid,grid_electricity_NG,kWh,0.508,548.64
B0024,SmallShop,2024-04,431,generator,diesel_generator,kWh,0.75,323.25
B0024,SmallShop,2024-05,634,grid,grid_electricity_NG,kWh,0.508,322.072
B0024,SmallShop,2024-05,64,generator,diesel_generator,kWh,0.75,48.0
B0024,SmallShop,2024-06,676,grid,grid_electricity_NG,kWh,0.508,343.408
B0024,SmallShop,2024-06,139,generator,diesel_generator,kWh,0.75,104.25
B0024,SmallShop,2024-07,905,grid,grid_electricity_NG,kWh,0.508,459.74
B0024,SmallShop,2024-07,189,generator,diesel_generator,kWh,0.75,141.75
B0024,SmallShop,2024-08,651,grid,grid_electricity_NG,kWh,0.508,330.708
B0024,SmallShop,2024-08,93,generator,diesel_generator,kWh,0.75,69.75
B0024,SmallShop,2024-09,658,grid,grid_electricity_NG,kWh,0.508,334.264
B0024,SmallShop,2024-09,170,generator,diesel_generator,kWh,0.75,127.5
B0024,SmallShop,2024-10,550,grid,grid_electricity_NG,kWh,0.508,279.4
B0024,SmallShop,2024-10,161,generator,diesel_generator,kWh,0.75,120.75
B0024,SmallShop,2024-11,1127,grid,grid_electricity_NG,kWh,0.508,572.516
B0024,SmallShop,2024-11,232,generator,diesel_generator,kWh,0.75,174.0
B0024,SmallShop,2024-12,1037,grid,grid_electricity_NG,kWh,0.508,526.796
B0024,SmallShop,2024-12,171,generator,diesel_generator,kWh,0.75,128.25
B0025,SmallShop,2024-01,525,grid,grid_electricity_NG,kWh,0.508,266.7
B0025,SmallShop,2024-01,66,generator,diesel_generator,kWh,0.75,49.5
B0025,SmallShop,2024-02,900,grid,grid_electricity_NG,kWh,0.508,457.2
B0025,SmallShop,2024-02,260,generator,diesel_generator,kWh,0.75,195.0
B0025,SmallShop,2024-03,939,grid,grid_electricity_NG,kWh,0.508,477.012
B0025,SmallShop,2024-03,365,generator,diesel_generator,kWh,0.75,273.75
B0025,SmallShop,2024-04,643,grid,grid_electricity_NG,kWh,0.508,326.644
B0025,SmallShop,2024-04,225,generator,diesel_generator,kWh,0.75,168.75
B0025,SmallShop,2024-05,786,grid,grid_electricity_NG,kWh,0.508,399.288
B0025,SmallShop,2024-05,115,generator,diesel_generator,kWh,0.75,86.25
B0025,SmallShop,2024-06,681,grid,grid_electricity_NG,kWh,0.508,345.948
B0025,SmallShop,2024-06,258,generator,diesel_generator,kWh,0.75,193.5
B0025,SmallShop,2024-07,729,grid,grid_electricity_NG,kWh,0.508,370.332
B0025,SmallShop,2024-07,193,generator,diesel_generator,kWh,0.75,144.75
B0025,SmallShop,2024-08,647,grid,grid_electricity_NG,kWh,0.508,328.676
B0025,SmallShop,2024-08,159,generator,diesel_generator,kWh,0.75,119.25
B0025,SmallShop,2024-09,1200,grid,grid_electricity_NG,kWh,0.508,609.6
B0025,SmallShop,2024-09,183,generator,diesel_generator,kWh,0.75,137.25
B0025,SmallShop,2024-10,761,grid,grid_electricity_NG,kWh,0.508,386.588
B0025,SmallShop,2024-10,224,generator,diesel_generator,kWh,0.75,168.0
B0025,SmallShop,2024-11,861,grid,grid_electricity_NG,kWh,0.508,437.38800000000003
B0025,SmallShop,2024-11,332,generator,diesel_generator,kWh,0.75,249.0
B0025,SmallShop,2024-12,1120,grid,grid_electricity_NG,kWh,0.508,568.96
B0025,SmallShop,2024-12,348,generator,diesel_generator,kWh,0.75,261.0
B0026,SmallShop,2024-01,581,grid,grid_electricity_NG,kWh,0.508,295.148
B0026,SmallShop,2024-01,225,generator,diesel_generator,kWh,0.75,168.75
B0026,SmallShop,2024-02,942,grid,grid_electricity_NG,kWh,0.508,478.536
B0026,SmallShop,2024-02,169,generator,diesel_generator,kWh,0.75,126.75
B0026,SmallShop,2024-03,1027,grid,grid_electricity_NG,kWh,0.508,521.716
B0026,SmallShop,2024-03,155,generator,diesel_generator,kWh,0.75,116.25
B0026,SmallShop,2024-04,1030,grid,grid_electricity_NG,kWh,0.508,523.24
B0026,SmallShop,2024-04,119,generator,diesel_generator,kWh,0.75,89.25
B0026,SmallShop,2024-05,892,grid,grid_electricity_NG,kWh,0.508,453.136
B0026,SmallShop,2024-05,217,generator,diesel_generator,kWh,0.75,162.75
B0026,SmallShop,2024-06,906,grid,grid_electricity_NG,kWh,0.508,460.248
B0026,SmallShop,2024-06,332,generator,diesel_generator,kWh,0.75,249.0
B0026,SmallShop,2024-07,902,grid,grid_electricity_NG,kWh,0.508,458.216
B0026,SmallShop,2024-07,293,generator,diesel_generator,kWh,0.75,219.75
B0026,SmallShop,2024-08,555,grid,grid_electricity_NG,kWh,0.508,281.94
B0026,SmallShop,2024-08,111,generator,diesel_generator,kWh,0.75,83.25
B0026,SmallShop,2024-09,936,grid,grid_electricity_NG,kWh,0.508,475.488
B0026,SmallShop,2024-09,172,generator,diesel_generator,kWh,0.75,129.0
B0026,SmallShop,2024-10,864,grid,grid_electricity_NG,kWh,0.508,438.91200000000003
B0026,SmallShop,2024-10,174,generator,diesel_generator,kWh,0.75,130.5
B0026,SmallShop,2024-11,758,grid,grid_electricity_NG,kWh,0.508,385.064
B0026,SmallShop,2024-11,165,generator,diesel_generator,kWh,0.75,123.75
B0026,SmallShop,2024-12,629,grid,grid_electricity_NG,kWh,0.508,319.532
B0026,SmallShop,2024-12,214,generator,diesel_generator,kWh,0.75,160.5
B0027,SmallShop,2024-01,1052,grid,grid_electricity_NG,kWh,0.508,534.416
B0027,SmallShop,2024-01,277,generator,diesel_generator,kWh,0.75,207.75
B0027,SmallShop,2024-02,1004,grid,grid_electricity_NG,kWh,0.508,510.032
B0027,SmallShop,2024-02,347,generator,diesel_generator,kWh,0.75,260.25
B0027,SmallShop,2024-03,743,grid,grid_electricity_NG,kWh,0.508,377.444
B0027,SmallShop,2024-03,121,generator,diesel_generator,kWh,0.75,90.75
B0027,SmallShop,2024-04,920,grid,grid_electricity_NG,kWh,0.508,467.36
B0027,SmallShop,2024-04,253,generator,diesel_generator,kWh,0.75,189.75
B0027,SmallShop,2024-05,965,grid,grid_electricity_NG,kWh,0.508,490.22
B0027,SmallShop,2024-05,126,generator,diesel_generator,kWh,0.75,94.5
B0027,SmallShop,2024-06,796,grid,grid_electricity_NG,kWh,0.508,404.368
B0027,SmallShop,2024-06,111,generator,diesel_generator,kWh,0.75,83.25
B0027,SmallShop,2024-07,649,grid,grid_electricity_NG,kWh,0.508,329.692
B0027,SmallShop,2024-07,71,generator,diesel_generator,kWh,0.75,53.25
B0027,SmallShop,2024-08,820,grid,grid_electricity_NG,kWh,0.508,416.56
B0027,SmallShop,2024-08,215,generator,diesel_generator,kWh,0.75,161.25
B0027,SmallShop,2024-09,666,grid,grid_electricity_NG,kWh,0.508,338.32800000000003
B0027,SmallShop,2024-09,189,generator,diesel_generator,kWh,0.75,141.75
B0027,SmallShop,2024-10,994,grid,grid_electricity_NG,kWh,0.508,504.952
B0027,SmallShop,2024-10,261,generator,diesel_generator,kWh,0.75,195.75
B0027,SmallShop,2024-11,537,grid,grid_electricity_NG,kWh,0.508,272.796
B0027,SmallShop,2024-11,179,generator,diesel_generator,kWh,0.75,134.25
B0027,SmallShop,2024-12,896,grid,grid_electricity_NG,kWh,0.508,455.168
B0027,SmallShop,2024-12,101,generator,diesel_generator,kWh,0.75,75.75
B0028,SmallShop,2024-01,818,grid,grid_electricity_NG,kWh,0.508,415.544
B0028,SmallShop,2024-01,280,generator,diesel_generator,kWh,0.75,210.0
B0028,SmallShop,2024-02,673,grid,grid_electricity_NG,kWh,0.508,341.884
B0028,SmallShop,2024-02,255,generator,diesel_generator,kWh,0.75,191.25
B0028,SmallShop,2024-03,766,grid,grid_electricity_NG,kWh,0.508,389.128
B0028,SmallShop,2024-03,107,generator,diesel_generator,kWh,0.75,80.25
B0028,SmallShop,2024-04,897,grid,grid_electricity_NG,kWh,0.508,455.676
B0028,SmallShop,2024-04,117,generator,diesel_generator,kWh,0.75,87.75
B0028,SmallShop,2024-05,648,grid,grid_electricity_NG,kWh,0.508,329.184
B0028,SmallShop,2024-05,189,generator,diesel_generator,kWh,0.75,141.75
B0028,SmallShop,2024-06,958,grid,grid_electricity_NG,kWh,0.508,486.664
B0028,SmallShop,2024-06,167,generator,diesel_generator,kWh,0.75,125.25
B0028,SmallShop,2024-07,982,grid,grid_electricity_NG,kWh,0.508,498.856
B0028,SmallShop,2024-07,369,generator,diesel_generator,kWh,0.75,276.75
B0028,SmallShop,2024-08,1118,grid,grid_electricity_NG,kWh,0.508,567.944
B0028,SmallShop,2024-08,308,generator,diesel_generator,kWh,0.75,231.0
B0028,SmallShop,2024-09,1119,grid,grid_electricity_NG,kWh,0.508,568.452
B0028,SmallShop,2024-09,367,generator,diesel_generator,kWh,0.75,275.25
B0028,SmallShop,2024-10,834,grid,grid_electricity_NG,kWh,0.508,423.672
B0028,SmallShop,2024-10,255,generator,diesel_generator,kWh,0.75,191.25
B0028,SmallShop,2024-11,1001,grid,grid_electricity_NG,kWh,0.508,508.508
B0028,SmallShop,2024-11,320,generator,diesel_generator,kWh,0.75,240.0
B0028,SmallShop,2024-12,933,grid,grid_electricity_NG,kWh,0.508,473.964
B0028,SmallShop,2024-12,363,generator,diesel_generator,kWh,0.75,272.25
B0029,SmallShop,2024-01,506,grid,grid_electricity_NG,kWh,0.508,257.048
B0029,SmallShop,2024-01,91,generator,diesel_generator,kWh,0.75,68.25
B0029,SmallShop,2024-02,973,grid,grid_electricity_NG,kWh,0.508,494.284
B0029,SmallShop,2024-02,157,generator,diesel_generator,kWh,0.75,117.75
